variation	gene_idx	gene_name	category	n_train_flipped	n_val_flipped	n_val_not_flipped	cutoff_99th	tp	fp	fn	tn	sensitivity	specificity	false_positive_rate	dor	log10_dor
100	4031	MANKBP_12465 Accessory gene regulator protein B	other	579	103	29015	4.574877834320069	101	3042	2	25973	0.9805825242718447	0.8951576770635878	0.1048423229364122	431.17570677186063	2.634654283922333
100	3639	GLIPDI_11130 Phage protein	phage	545	126	28992	3.7290304374694716	124	3661	2	25331	0.9841269841269841	0.8737237858719646	0.12627621412803533	428.9871619776018	2.6324442955280523
100	4537	JICCIG_02020 DUF1433 domain-containing protein	other	563	104	29014	3.9552007818222044	102	3084	2	25930	0.9807692307692307	0.8937064865237472	0.10629351347625285	428.8035019455253	2.6322583234883683
100	1506	FEOBHI_04580 Uncharacterized conserved protein YpbB, contains C-terminal HTH domain	resistance	557	107	29011	5.43894691467279	106	5766	1	23245	0.9906542056074766	0.8012478025576506	0.19875219744234945	427.32743669788414	2.630760777731687
100	4261	OANBGH_07720 Type V CRISPR-associated protein Cpf1	other	535	105	29013	3.843643441200247	104	5755	1	23258	0.9904761904761905	0.8016406438493089	0.19835935615069106	420.30095569070374	2.6235603775160894
100	1482	FEOBHI_04535 Panton-Valentine bi-component leukocidin subunit S	other	551	114	29004	4.205651521682739	112	3427	2	25577	0.9824561403508771	0.8818438836022617	0.11815611639773824	417.94922672891744	2.6211235260554737
100	5123	IOBPJE_11005 DUF1024 domain-containing protein	other	576	106	29012	4.478299379348755	105	5885	1	23127	0.9905660377358491	0.7971529022473459	0.20284709775265408	412.6312659303313	2.6155621322812466
100	3116	HCCNHA_10420 Transmembrane protein	other	589	117	29001	4.60974370956421	116	6370	1	22631	0.9914529914529915	0.7803524016413227	0.21964759835867728	412.1186813186813	2.615022301517381
100	4505	JICCIG_00010 Pathogenicity island protein	other	531	94	29024	4.921095657348651	92	2924	2	26100	0.9787234042553191	0.8992557883131201	0.10074421168687982	410.60191518467855	2.6134209707340323
100	2799	ELEGCC_10200 Virulence-associated cell-wall-anchored protein SasG (LPXTG motif), binding to squamous nasal epithelial cells	other	560	120	28998	2.3287266921997056	117	2524	3	26474	0.975	0.9129595144492724	0.08704048555072763	409.06735340729	2.6117948209776802
100	1466	FEOBHI_12470 carbamate kinase	other	528	99	29019	4.877700524330143	96	2111	3	26908	0.9696969696969697	0.9272545573589717	0.0727454426410283	407.8900994789199	2.610543164023014
100	4308	DMOFHF_03450 DUF1024 domain-containing protein	other	556	126	28992	3.912962639331833	125	6842	1	22150	0.9920634920634921	0.7640038631346578	0.23599613686534215	404.6696872259573	2.607100673718101
100	4545	JICCIG_03100 Phosphoesterase	other	567	114	29004	5.096400604248048	112	3528	2	25476	0.9824561403508771	0.8783616052958213	0.12163839470417874	404.3809523809524	2.6067906907600418
100	1773	FEOBHI_04215 Lipoprotein	other	547	95	29023	6.074697589874244	94	5486	1	23537	0.9894736842105263	0.81097750060297	0.18902249939702995	403.29529711994167	2.6056231576714746
100	3992	MANKBP_06825 Replication protein	other	584	102	29016	3.1141546893119765	100	3213	2	25803	0.9803921568627451	0.8892679900744417	0.11073200992555832	401.5406162464986	2.6037294811703102
100	3140	HCCNHA_11070 Uncharacterized lipoprotein SAV0097	other	587	99	29019	3.638938865661618	98	5698	1	23321	0.98989898989899	0.8036458871773665	0.19635411282263346	401.0982800982801	2.603250799739244
100	4941	FDKEGL_02070 staphylococcal protein A	other	504	84	29034	3.1849763607978794	83	4980	1	24054	0.9880952380952381	0.8284769580491838	0.17152304195081627	400.9	2.6030360562505215
100	2955	ELEGCC_10770 DUF927 domain-containing protein	other	567	115	29003	3.988802218437195	114	6516	1	22487	0.991304347826087	0.7753335861807399	0.22466641381926009	393.41896869244937	2.594855295593127
100	4496	JICCIG_09095 Phi PVL orf 22-like protein	phage	597	109	29009	5.601496410369872	108	6249	1	22760	0.9908256880733946	0.7845840945913337	0.21541590540866629	393.3557369179069	2.594785488542575
100	4399	IPGIMP_11065 DUF2482 domain-containing protein	other	528	85	29033	5.943238325119021	84	5114	1	23919	0.9882352941176471	0.8238556125787897	0.17614438742121036	392.8815017598749	2.594261581184585
100	4039	MANKBP_13070 staphylococcal enterotoxin type D	other	518	89	29029	1.581667274236679	86	1989	3	27040	0.9662921348314607	0.9314823107926556	0.06851768920734438	389.71677559912854	2.590749100669068
100	4944	FDKEGL_11950 ATP-binding protein	other	605	129	28989	2.4078744888305663	127	4067	2	24922	0.9844961240310077	0.8597054054986374	0.14029459450136259	389.1190066388001	2.590082444570771
100	3761	EABLDB_08015 Putative regulatory protein	other	552	115	29003	5.094829916954042	114	6577	1	22426	0.991304347826087	0.7732303554804676	0.22676964451953247	388.71278698494757	2.5896288272936325
100	2676	ELEGCC_05840 hypothetical protein	other	520	97	29021	4.654545216560358	95	3181	2	25840	0.979381443298969	0.8903897177905654	0.10961028220943454	385.8535051870481	2.5864224498405495
100	3026	HCCNHA_12055 Transposase	other	522	89	29029	2.32881900787353	87	2944	2	26085	0.9775280898876404	0.8985841744462434	0.10141582555375658	385.4271399456522	2.58594229234757
100	512	FEOBHI_00695 DUF772 domain-containing protein	other	552	104	29014	2.2500191092491186	103	6153	1	22861	0.9903846153846154	0.7879299648445578	0.2120700351554422	382.6886071834877	2.582845533269721
100	4029	MANKBP_11680 Ampicillin resistance protein	other	502	112	29006	5.483057570457459	111	6552	1	22454	0.9910714285714286	0.7741157001999587	0.22588429980004138	380.40201465201466	2.5802428083440723
100	1300	FEOBHI_10770 DUF2867 domain-containing protein	other	536	104	29014	3.4018307805061325	100	1803	4	27211	0.9615384615384616	0.9378575859929689	0.06214241400703109	377.30171935662787	2.576688784277048
100	4126	JABGIB_07125 BetR domain protein	other	545	97	29021	5.260976066589346	96	5943	1	23078	0.9896907216494846	0.7952172564694532	0.20478274353054685	372.7895002523978	2.571463671797123
100	59	FEOBHI_13150 Pathogenicity island protein	other	514	101	29017	3.7427654647827153	100	6179	1	22838	0.9900990099009901	0.787055863803977	0.212944136196023	369.60673248098396	2.5677398734049715
100	2828	ELEGCC_02990 Ampicillin resistance protein	other	550	98	29020	4.473720397949217	96	3355	2	25665	0.9795918367346939	0.8843900758097863	0.11560992419021364	367.1892697466468	2.564889981467358
100	2482	FEOBHI_07780 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	other	501	99	29019	3.8103463649749756	98	6132	1	22887	0.98989898989899	0.7886901685102864	0.21130983148971363	365.7739726027397	2.563212799125191
100	5119	PPBCFI_13025 Sulfate exporter family transporter	other	551	83	29035	4.552398204803467	81	2907	2	26128	0.9759036144578314	0.8998794558291717	0.10012054417082832	364.0123839009288	2.5611161588368336
100	3646	GLIPDI_02430 dUTP diphosphatase	other	599	122	28996	5.440298957824704	121	7239	1	21757	0.9918032786885246	0.7503448751551938	0.24965512484480618	363.66860063544686	2.5607058054279905
100	476	FEOBHI_04365 Phage protein	phage	525	98	29020	4.52610500335693	97	6130	1	22890	0.9897959183673469	0.7887663680220538	0.21123363197794626	362.20717781402936	2.5589570524223726
100	4734	DKBPPN_00370 Phage protein	phage	537	99	29019	4.36081707000732	98	6244	1	22775	0.98989898989899	0.7848306282091044	0.21516937179089562	357.45515695067263	2.5532215669471507
100	433	FEOBHI_12375 DNA-binding response regulator	other	517	101	29017	5.063174915313718	100	6345	1	22672	0.9900990099009901	0.7813350794361926	0.21866492056380743	357.3207249802995	2.5530582064726617
100	4272	GGNKBN_10755 Pathogenicity island protein	other	536	98	29020	4.933830118179308	97	6221	1	22799	0.9897959183673469	0.7856305995864921	0.21436940041350794	355.48995338370037	2.5508273315027052
100	2194	FEOBHI_08220 Putative O-acetyltransferase SACOL0978	other	539	105	29013	5.0425234699249275	103	3677	2	25336	0.9809523809523809	0.873263709371661	0.12673629062833902	354.85558879521346	2.5500516495361842
100	177	FEOBHI_04265 LSM domain protein	other	555	96	29022	3.4738637113571254	95	6141	1	22881	0.9895833333333334	0.7884019020053752	0.21159809799462476	353.96433805569126	2.548959509015056
100	78	FEOBHI_12320 Group-specific protein	other	571	101	29017	3.341714739799499	99	3577	2	25440	0.9801980198019802	0.8767274356411758	0.12327256435882414	352.049203242941	2.5466033657609755
100	4908	NINBAJ_10980 Antirepressor protein	other	582	113	29005	3.7804494810103604	107	1402	6	27603	0.9469026548672567	0.9516635062920186	0.04833649370798138	351.108059914408	2.5454407990927366
100	5558	PPHPEB_09690 Phage tail protein	phage	557	101	29017	4.170736694335846	98	2491	3	26526	0.9702970297029703	0.9141537719268016	0.08584622807319847	347.8586912886391	2.5414028587258435
100	2663	ELEGCC_05830 hypothetical protein	other	549	119	28999	5.1422929573059015	118	7373	1	21626	0.9915966386554622	0.7457498534432222	0.2542501465567778	346.1098603010986	2.5392139720573685
100	5230	EGKJBG_06260 Transposase	other	491	94	29024	3.431936740875249	90	1775	4	27249	0.9574468085106383	0.9388437155457552	0.061156284454244765	345.40985915492956	2.538334729628294
100	3541	LFCCLA_02095 DUF1672 domain-containing protein	other	535	97	29021	3.37020186901092	95	3532	2	25489	0.979381443298969	0.8782950277385342	0.12170497226146583	342.78808040770105	2.53502571201673
100	3999	MANKBP_06900 persulfide-sensing transcriptional repressor CstR	other	534	108	29010	4.646180639266959	106	3885	2	25125	0.9814814814814815	0.8660806618407446	0.13391933815925544	342.7606177606178	2.534990916892401
100	4655	FDGJKG_05090 SA1788 family PVL leukocidin-associated protein	other	554	110	29008	5.630436749458315	109	7013	1	21995	0.990909090909091	0.7582391064533922	0.24176089354660782	341.85869100242405	2.5338466253547227
100	2824	ELEGCC_06375 dUTP diphosphatase	other	615	115	29003	5.734707851409916	114	7315	1	21688	0.991304347826087	0.7477847119263524	0.25221528807364757	337.99480519480517	2.5289100254475723
100	1486	FEOBHI_10410 mannose-6-phosphate isomerase, class I	other	554	116	29002	2.2869967103004467	108	1115	8	27887	0.9310344827586207	0.9615543755603062	0.038445624439693814	337.6452914798206	2.5284606977890904
100	3426	AHEHON_13185 Phage protein	phage	542	99	29019	5.241837143898018	98	6545	1	22474	0.98989898989899	0.7744581136496778	0.2255418863503222	336.5090909090909	2.5269968013336155
100	653	FEOBHI_12865 RNA polymerase sigma factor SigS	core	568	118	29000	4.287232441902183	116	4336	2	24664	0.9830508474576272	0.8504827586206897	0.14951724137931036	329.9151291512915	2.518402231751059
100	289	FEOBHI_09065 5-methylcytosine-specific restriction endonuclease McrA	other	572	107	29011	3.6686549925803997	106	7202	1	21809	0.9906542056074766	0.7517493364585847	0.2482506635414153	320.9877811718967	2.5064885007206974
100	1540	FEOBHI_12290 NADPH:quinone reductase or related Zn-dependent oxidoreductase	other	558	126	28992	3.1790890312194793	125	8200	1	20792	0.9920634920634921	0.7171633554083885	0.28283664459161145	316.9512195121951	2.500992427117296
100	4233	OANBGH_05990 YopX domain-containing protein	other	585	109	29009	5.211656303405746	107	4192	2	24817	0.981651376146789	0.8554931228239512	0.14450687717604882	316.72459446564886	2.500681788746062
100	500	FEOBHI_04320 DNA-binding protein	other	535	112	29006	3.899347343444824	111	7538	1	21468	0.9910714285714286	0.7401227332276081	0.2598772667723919	316.1247015123375	2.499858432288069
100	2967	ELEGCC_08425 Collagen adhesin	other	589	110	29008	2.746123151779177	108	4246	2	24762	0.9818181818181818	0.853626585769443	0.14637341423055708	314.91945360339145	2.498199489254048
100	4932	FDKEGL_09295 Phage protein	phage	560	121	28997	3.5799867010116473	117	2465	4	26532	0.9669421487603306	0.9149912059868263	0.08500879401317378	314.8320486815416	2.4980789354312893
100	5218	PGEKKG_05020 Phage protein	phage	565	96	29022	4.591235370635989	95	6797	1	22225	0.9895833333333334	0.7657983598649301	0.23420164013506994	310.6333676622039	2.492248105008837
100	1454	FEOBHI_00035 superantigen-like protein SSL4	other	534	109	29009	3.7753940343856534	108	7490	1	21519	0.9908256880733946	0.7418042676410769	0.25819573235892307	310.28731642189587	2.491764023342583
100	3424	AHEHON_10745 Excisionase	other	544	104	29014	5.509570918083229	102	4097	2	24917	0.9807692307692307	0.8587923071620597	0.1412076928379403	310.1701244813278	2.4915999643423605
100	4071	CIFEJN_09545 hypothetical protein	other	552	93	29025	5.315457611083988	91	3720	2	25305	0.978494623655914	0.8718346253229974	0.1281653746770026	309.5100806451613	2.4906747984200215
100	3587	GLIPDI_13265 DUF3953 domain-containing protein	other	558	103	29015	5.213897047042845	102	7320	1	21695	0.9902912621359223	0.7477166982595209	0.2522833017404791	302.30737704918033	2.4804487451687565
100	3036	HCCNHA_06385 Phage protein	phage	595	110	29008	4.6474096775054905	106	2341	4	26667	0.9636363636363636	0.9192981246552675	0.08070187534473248	301.86907304570695	2.4798186211595596
100	260	FEOBHI_11435 Phage protein	phage	555	115	29003	4.349764194488532	112	3200	3	25803	0.9739130434782609	0.8896665862152191	0.11033341378478088	301.035	2.4786169920164225
100	4304	DMOFHF_02905 Sensor histidine kinase	other	518	100	29018	3.3164166855812005	99	7202	1	21816	0.99	0.7518092218622924	0.24819077813770762	299.8866981394057	2.476957202495857
100	3300	MDBBCG_12050 Phosphoesterase	other	549	115	29003	2.7979013252258276	111	2464	4	26539	0.9652173913043478	0.9150432713857187	0.08495672861428129	298.8868709415584	2.4755068384154475
100	1433	FEOBHI_10990 Cysteine synthase	other	558	110	29008	4.136801934242229	109	7780	1	21228	0.990909090909091	0.7317981246552675	0.2682018753447325	297.4102827763496	2.4733559799082827
100	2704	ELEGCC_00235 Phage protein	phage	551	112	29006	4.529845237731934	111	7940	1	21066	0.9910714285714286	0.7262635316831001	0.27373646831689996	294.49949622166247	2.469084556208556
100	2664	ELEGCC_03040 Hypothetical bovine pathogenicity island protein	other	577	115	29003	4.285735588073732	110	2017	5	26986	0.9565217391304348	0.9304554701237803	0.0695445298762197	294.34407535944473	2.4688552986343586
100	3800	EABLDB_01945 Clumping factor B, adhesin	other	558	104	29014	2.6801827454566887	102	4301	2	24713	0.9807692307692307	0.8517612187219963	0.14823878127800372	293.0395256916996	2.4669262027161243
100	4019	MANKBP_11875 Acetyltransferase	other	546	108	29010	4.276431870460507	105	3104	3	25906	0.9722222222222222	0.8930024129610479	0.10699758703895208	292.1101804123711	2.465546692953938
100	3081	HCCNHA_02975 Lipoprotein	other	588	123	28995	3.0534744572639445	120	3495	3	25500	0.975609756097561	0.8794619762027935	0.12053802379720642	291.84549356223175	2.4651529916802173
100	3741	POLKMP_08910 phage major capsid protein	phage	558	131	28987	5.528290042877148	130	8973	1	20014	0.9923664122137404	0.6904474419567392	0.30955255804326076	289.96099409339126	2.4623395800046497
100	5109	GFBPFH_01725 Transcriptional activator rinB	other	561	109	29009	5.483384799957268	108	7879	1	21130	0.9908256880733946	0.7283946361474025	0.2716053638525975	289.63574057621526	2.461852152059986
100	4058	MANKBP_13235 Transposase B from transposon PsiTn554	other	557	115	29003	3.4817490959167476	114	8212	1	20791	0.991304347826087	0.716856876874806	0.28314312312519396	288.62323429128105	2.4603312890524776
100	3122	HCCNHA_11075 Uncharacterized lipoprotein SAOUHSC_00052	other	549	122	28996	3.8787481498718215	121	8609	1	20387	0.9918032786885246	0.7030969788936405	0.2969030211063595	286.54048089208965	2.457185985417372
100	2142	FEOBHI_03120 acetolactate synthase AlsS	other	582	118	29000	5.434059963226297	117	8426	1	20574	0.9915254237288136	0.7094482758620689	0.290551724137931	285.6821742226442	2.4558831424539207
100	3137	HCCNHA_00175 Uncharacterized lipoprotein SAV0443	other	613	122	28996	5.4401539802551255	121	8789	1	20207	0.9918032786885246	0.6968892261001517	0.30311077389984825	278.19399249061325	2.444347747308267
100	543	FEOBHI_01805 DUF1433 domain-containing protein	other	599	111	29007	4.095176572799682	110	8407	1	20600	0.990990990990991	0.7101734064191402	0.28982659358085977	269.53729035327706	2.4306188581102157
100	2995	HCCNHA_05985 Pathogenicity island protein	other	498	90	29028	5.110372323989856	88	4082	2	24946	0.9777777777777777	0.8593771530935649	0.14062284690643517	268.8936795688388	2.4295805941138315
100	7	FEOBHI_05230 Transposase	other	566	99	29019	4.353363990783697	97	4449	2	24570	0.9797979797979798	0.8466866535717978	0.1533133464282022	267.8455832771409	2.4278844893343
100	1199	FEOBHI_04885 Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	other	544	109	29009	3.987228479385378	107	4833	2	24176	0.981651376146789	0.8333965321107243	0.16660346788927574	267.6217670184151	2.427521433877298
100	3744	POLKMP_12555 DUF1542 domain-containing protein	other	539	111	29007	3.936322093009951	110	8489	1	20518	0.990990990990991	0.7073465025683455	0.2926534974316544	265.87112734126515	2.4246711770562754
100	5530	BBPAMJ_10865 Phi PVL orf 14-like protein	phage	572	125	28993	6.0195492076873744	124	9283	1	19710	0.992	0.679819266719553	0.320180733280447	263.28126683184314	2.4204199589883655
100	5017	OJEMIL_06090 fibronectin-binding protein FnbB	other	536	96	29022	4.049903404712671	92	2350	4	26672	0.9583333333333334	0.9190269450761491	0.08097305492385087	261.0451063829787	2.4167155562297866
100	2682	ELEGCC_06520 Phage protein	phage	554	110	29008	4.658385519981392	109	8549	1	20459	0.990909090909091	0.7052881963596249	0.2947118036403751	260.8528482863493	2.416395583202503
100	2017	FEOBHI_03115 Conserved domain protein, putative	other	533	105	29013	3.5692567348480035	104	8322	1	20691	0.9904761904761905	0.7131630648330058	0.2868369351669941	258.5753424657534	2.4125871085504556
100	4133	JABGIB_11985 HNHc domain-containing protein	other	552	113	29005	4.563406281471253	112	8823	1	20182	0.9911504424778761	0.6958110670574039	0.3041889329425961	256.19222486682537	2.4085659452811394
100	1705	FEOBHI_04940 prephenate dehydrogenase	other	546	99	29019	5.115225625038132	96	3227	3	25792	0.9696969696969697	0.8887969950721941	0.11120300492780592	255.7620080570189	2.4078360330409976
100	2774	ELEGCC_06360 Phage protein	phage	597	99	29019	4.462364749908419	98	8061	1	20958	0.98989898989899	0.7222164788586788	0.2777835211413212	254.79270561965018	2.4061869905609545
100	4527	JICCIG_12080 DUF3102 domain-containing protein	other	541	97	29021	6.355864048004151	96	7952	1	21069	0.9896907216494846	0.7259915233796217	0.27400847662037836	254.35412474849093	2.4054387847862606
100	2198	FEOBHI_00910 staphylocoagulase	other	504	93	29025	4.388421812057472	92	7743	1	21282	0.989247311827957	0.7332299741602067	0.26677002583979326	252.86633087950406	2.4028910069376104
100	4658	FDGJKG_05130 putative HNHc nuclease	other	525	96	29022	6.287812194824219	95	7948	1	21074	0.9895833333333334	0.7261387912618014	0.2738612087381986	251.89104177151484	2.4012127225660813
100	75	FEOBHI_04545 Lipoprotein	other	538	97	29021	3.5680562543869008	96	8102	1	20919	0.9896907216494846	0.7208228524172151	0.2791771475827849	247.86768699086645	2.39421991411658
100	3727	POLKMP_08885 Phage protein	phage	534	101	29017	4.35677199840544	98	3380	3	25637	0.9702970297029703	0.8835165592583658	0.11648344074163422	247.77376725838263	2.394055324081997
100	707	FEOBHI_09825 Phage tail protein	phage	563	99	29019	3.8445648622512794	98	8240	1	20779	0.98989898989899	0.7160481064130397	0.28395189358696027	247.12888349514563	2.3929235070754378
100	1518	FEOBHI_08550 Phosphoglycerate dehydrogenase or related dehydrogenase	other	501	97	29021	5.313086986541748	96	8131	1	20890	0.9896907216494846	0.7198235760311499	0.2801764239688501	246.64124953880213	2.392065711955364
100	3649	GLIPDI_09060 Putative dUTP pyrophosphatase, phage associated	phage	594	105	29013	5.547998814582833	103	5022	2	23991	0.9809523809523809	0.8269051804363561	0.1730948195636439	246.0247909199522	2.3909788714012126
100	1671	FEOBHI_13185 Phage capsid protein	phage	564	117	29001	4.946998448371889	116	9308	1	19693	0.9914529914529915	0.679045550153443	0.320954449846557	245.42200257842717	2.389913495514239
100	2873	ELEGCC_00280 Helix-turn-helix family protein	other	570	108	29010	4.945924944877618	107	8808	1	20202	0.9907407407407407	0.6963805584281282	0.30361944157187176	245.41485013623978	2.3899008384932463
100	4374	FCNLJP_12380 Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	other	512	98	29020	5.251587815284726	97	8255	1	20765	0.9897959183673469	0.7155410062026188	0.2844589937973811	243.99818291944277	2.3873865921133293
100	2050	FEOBHI_12385 ABC-F type ribosomal protection protein Msr(A)	core	526	104	29014	3.9614362716674805	103	8668	1	20346	0.9903846153846154	0.7012476735369132	0.2987523264630868	241.76718966312876	2.383397362219122
100	802	FEOBHI_08530 Ampicillin resistance protein	other	598	95	29023	3.85269959926605	92	3267	3	25756	0.968421052631579	0.8874341039864935	0.11256589601350653	241.76635037241098	2.383395854570542
100	3577	GLIPDI_07780 Transcription regulator	other	574	122	28996	4.05459506511688	118	3157	4	25839	0.9672131147540983	0.891122913505311	0.10887708649468893	241.44773519163763	2.3828231360217766
100	2350	FEOBHI_01290 IS200/IS605 family ISSep3 transposase	other	564	93	29025	4.436205291748047	92	8017	1	21008	0.989247311827957	0.7237898363479759	0.2762101636520241	241.07970562554573	2.382160652493571
100	3735	POLKMP_11465 toxic shock syndrome toxin TSST-1	other	535	90	29028	5.122739677429198	89	7831	1	21197	0.9888888888888889	0.730225988700565	0.269774011299435	240.90575916230367	2.3818471824911276
100	3147	HCCNHA_08330 DUF1672 domain-containing protein	other	546	123	28995	4.1257471919059645	122	9845	1	19150	0.991869918699187	0.6604586997758234	0.33954130022417656	237.30827831386492	2.3753128885052526
100	3079	HCCNHA_00745 TIGR01741 family protein	other	548	120	28998	1.9844009840488428	118	5804	2	23194	0.9833333333333333	0.7998482653976137	0.20015173460238636	235.776361130255	2.3725002607025982
100	71	FEOBHI_12370 Phosphoribosylaminoimidazole synthetase	other	532	106	29012	4.907047638893111	105	8944	1	20068	0.9905660377358491	0.6917137736109196	0.3082862263890804	235.59257602862255	2.3721616008833037
100	3080	HCCNHA_12780 hypothetical protein	other	572	117	29001	3.4086202073097196	116	9584	1	19417	0.9914529914529915	0.6695286369435537	0.3304713630564463	235.0137729549249	2.37109331479534
100	1756	FEOBHI_10440 DNA-binding protein	other	593	136	28982	2.7378996849060746	129	2118	7	26864	0.9485294117647058	0.926920157339038	0.07307984266096197	233.74180493727235	2.3687363933074996
100	5546	OLGFHL_13075 Phage head-tail adaptor	phage	579	102	29016	4.919890079498297	100	5148	2	23868	0.9803921568627451	0.8225806451612904	0.1774193548387097	231.8181818181818	2.36514749527573
100	1448	FEOBHI_12360 ABC transporter domain-containing protein	other	511	104	29014	2.5877947092056273	102	5256	2	23758	0.9807692307692307	0.8188460743089543	0.18115392569104571	230.5285388127854	2.362724697542126
100	2854	ELEGCC_12920 IS6 family ISSau6 transposase	other	601	99	29019	3.5756664276123047	98	8683	1	20336	0.98989898989899	0.7007822461146146	0.29921775388538546	229.52067257860188	2.3608218078797485
100	4379	IPGIMP_08925 Transcriptional activator rinB	other	561	115	29003	5.533878135681147	114	9802	1	19201	0.991304347826087	0.662034961900493	0.33796503809950695	223.3129973474801	2.348914000778648
100	5570	OABIOE_11075 Transcriptional regulator	other	547	107	29011	5.189844465255716	106	9359	1	19652	0.9906542056074766	0.6773982282582469	0.32260177174175314	222.57848060690245	2.3474831734513133
100	3908	GFNPHG_10115 type I restriction-modification system subunit M	resistance	573	116	29002	4.433376979827879	115	9890	1	19112	0.9913793103448276	0.658989035238949	0.34101096476105097	222.2325581395349	2.346807685498254
100	5138	DGIMHL_03765 Lipoprotein, putative	other	616	108	29010	6.200503492355351	106	5594	2	23416	0.9814814814814815	0.8071699413995174	0.19283005860048258	221.853414372542	2.346066116991016
100	184	FEOBHI_07215 Phage protein	phage	581	95	29023	4.10295019149783	93	5031	2	23992	0.9789473684210527	0.8266547221169417	0.17334527788305826	221.75074537865237	2.3458650883156764
100	4964	AGNMHB_01705 CvpA family protein	other	516	101	29017	1.371543020009995	99	5327	2	23690	0.9801980198019802	0.8164179618844126	0.1835820381155874	220.1342218884926	2.3426875628715043
100	2333	FEOBHI_12820 ATP-binding protein	other	576	101	29017	2.912295699119568	100	9118	1	19899	0.9900990099009901	0.6857704104490471	0.31422958955095287	218.23864882649704	2.338931664152095
100	4219	OANBGH_07710 hypothetical protein	other	531	117	29001	5.186615228652957	116	10070	1	18931	0.9914529914529915	0.6527705941174442	0.3472294058825558	218.07308838133068	2.338602074159086
100	4093	MBHFMA_11920 Phage protein	phage	597	107	29011	4.775694885253905	106	9589	1	19422	0.9906542056074766	0.6694702009582573	0.3305297990417428	214.69725727395974	2.33182649642324
100	327	FEOBHI_04280 Phage protein	phage	580	126	28992	4.988799967765809	123	4661	3	24331	0.9761904761904762	0.8392315121412803	0.16076848785871964	214.02510190946148	2.3304647125148064
100	2667	ELEGCC_00265 Phage protein	phage	585	107	29011	5.465281639099117	106	9641	1	19370	0.9906542056074766	0.6676777773947813	0.3323222226052187	212.96753448812365	2.328313403122771
100	709	FEOBHI_00520 TIGR01741 family protein	other	603	128	28990	2.793507251739503	126	6641	2	22349	0.984375	0.7709210072438772	0.2290789927561228	212.01430507453696	2.326365164727527
100	440	FEOBHI_09125 Phage protein	phage	589	112	29006	4.421329021453858	110	5998	2	23008	0.9821428571428571	0.793215196855823	0.20678480314417708	210.97699233077694	2.324235096773524
100	3722	POLKMP_04015 Secreted protein	other	568	102	29016	2.7095069169998243	100	5588	2	23428	0.9803921568627451	0.8074165977391784	0.19258340226082163	209.62777380100215	2.321448822249797
100	5445	CBGAPK_12855 Transcriptional activator rinA	other	548	100	29018	5.130820107460022	99	9346	1	19672	0.99	0.6779240471431526	0.3220759528568475	208.38091161994436	2.318857933639916
100	3058	HCCNHA_06160 DUF2513 domain-containing protein	other	557	111	29007	4.417932929992649	109	6054	2	22953	0.9819819819819819	0.7912917571620643	0.20870824283793568	206.6300792864222	2.3151935423397103
100	4516	JICCIG_10695 Phage protein	phage	542	89	29029	5.346599879264838	88	8690	1	20339	0.9887640449438202	0.7006441834028041	0.2993558165971959	205.9645569620253	2.3137924920189
100	3492	LFCCLA_12145 Cytosolic protein	other	569	96	29022	4.527968883514413	95	9225	1	19797	0.9895833333333334	0.6821376886499897	0.31786231135001036	203.87154471544716	2.309356613539535
100	1946	FEOBHI_01710 Signal peptide protein, YSIRK family	other	555	99	29019	3.0933650779724244	98	9442	1	19577	0.98989898989899	0.6746269685378545	0.32537303146214547	203.1927557720822	2.3079082204214654
100	3616	GLIPDI_10205 Pathogenicity island protein	other	552	113	29005	5.593819270133983	112	10313	1	18692	0.9911504424778761	0.6444406136872953	0.35555938631270473	202.99660622515273	2.307488777272772
100	1288	FEOBHI_10915 tandem-type lipoprotein Lpl8	other	552	102	29016	4.55254156112671	101	9707	1	19309	0.9901960784313726	0.665460435621726	0.33453956437827403	200.90748944060988	2.302996126703963
100	3144	HCCNHA_08340 hypothetical protein	other	546	108	29010	5.5032984972	107	10087	1	18923	0.9907407407407407	0.6522923129955188	0.34770768700448124	200.72975116486566	2.3026117462251943
100	1372	FEOBHI_12030 TIGR04141 family sporadically distributed protein	other	531	106	29012	2.2507357597351083	103	4256	3	24756	0.9716981132075472	0.853302081897146	0.14669791810285399	199.70770676691728	2.3003948247192945
100	204	FEOBHI_04325 DUF3310 domain-containing protein	other	523	85	29033	3.757796850204462	84	8687	1	20346	0.9882352941176471	0.7007887576206386	0.2992112423793614	196.73811442385173	2.2938885047106248
100	3178	HCCNHA_06010 DUF927 domain-containing protein	other	534	83	29035	4.277182798385617	82	8568	1	20467	0.9879518072289156	0.7049078698122955	0.29509213018770447	195.87931839402427	2.291988584123855
100	2752	ELEGCC_07855 Lipoprotein	other	586	113	29005	4.602029061317439	110	4607	3	24398	0.9734513274336283	0.8411653163247715	0.1588346836752284	194.18131828377108	2.288207445157249
100	1407	FEOBHI_01070 N-acetylmuramic acid 6-phosphate etherase	core	518	99	29019	2.408605849742872	93	2151	6	26868	0.9393939393939394	0.9258761501085496	0.07412384989145043	193.6094839609484	2.286926627409484
